Account Name,DBA,City,State,County,Business License App Category Name,Expire Date
Special Needs Animal Rescue League,N/A,Thornton,CO,ADAMS,Pet Animal Small Rescue,3/2/2026
Spikes Natural Pet Supply Inc.,Busters Natural Pet Supply,Conifer,CO,JEFFERSON,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Spirit Keeper Equine Sanctuary,Spirit Keeper Animal Sanctuary,Yoder,CO,EL PASO,Pet Animal Sanctuary,3/2/2026
"Splash Hounds SBS, LLC",Splash Hounds Dog Wash,Steamboat Springs,CO,ROUTT,Pet Grooming Facility - Self Wash Facility,3/2/2026
Spreier Limited LLC,Splash Bath,Peyton,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"Springer Spaniel Rescue, Inc",N/A,Morrison,CO,JEFFERSON,Pet Animal Small Rescue,3/2/2026
Spruced Pup Dog Grooming,N/A,Saguache,CO,SAGUACHE,Pet Grooming Facility - Mobile Groomer,3/2/2026
St. Mark Inc.,Pets R Us Animal Hospital Commerce City,Commerce City,CO,ADAMS,Pet Boarding and/or Training,3/2/2026
St. Mark Inc.,Pets R Us Animal Hospital,Aurora,CO,ARAPAHOE,Pet Boarding and/or Training,3/2/2026
Stacey Gunter,The Pet Pawlor,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"Stacie's Wagon Wash, LLC",N/A,Fort Lupton,CO,WELD,Pet Grooming Facility - Mobile Groomer,3/2/2026
Stacy Marie Rochelle,N/A,De Beque,CO,MESA,Pet Animal Sanctuary,3/2/2026
Stacy R. Weaver,Coats N' Tails,Pueblo West,CO,PUEBLO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Stay Animal Rescue,N/A,Lakewood,CO,JEFFERSON,Pet Animal Small Rescue,3/2/2026
Steel Fork Kennels LLC,N/A,Rush,CO,LINCOLN,Pet Boarding and/or Training,3/2/2026
Steel Fork Kennels LLC,N/A,Rush,CO,LINCOLN,Pet Handler,3/2/2026
Stefanie J. Perrine,Doggie Styles,Wheat Ridge,CO,JEFFERSON,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Stephanie Bearheart,N/A,Colorado City,CO,PUEBLO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Stephanie Booth,Stephanie Booth,Greeley,CO,WELD,Aquarium Only,3/2/2026
Stephanie MacLennan,Valhalla Kennels,Bennett,CO,ARAPAHOE,Pet Boarding and/or Training,3/2/2026
Stephanie MacLennan,Valhalla Kennels,Bennett,CO,ARAPAHOE,Pet Handler,3/2/2026
Stephanie MacLennan,Valhalla Kennels,Bennett,CO,ARAPAHOE,Small Scale Dog Breeder,3/2/2026
Stephanie MacLennan,Valhalla Kennels,Bennett,CO,ARAPAHOE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Stephanie Malstrom,N/A,Monte Vista,CO,RIO GRANDE,Independent Contractor (IC) Pet Groomer,3/2/2026
Stephen Stegman,Stegman Country Canines,Stratton,CO,KIT CARSON,Large Scale Dog Breeder,3/2/2026
STK Just Labs Inc.,STK Just Labs Kennel,Otis,CO,WASHINGTON,Small Scale Dog Breeder,3/2/2026
Stockton Corporation,Stockton's Plum Creek Kennel,Littleton,CO,DOUGLAS,Small Scale Dog Breeder,3/2/2026
Stormy Heights Homestead,N/A,Hot Sulphur Springs,CO,GRAND,Small Scale Dog Breeder,3/2/2026
Stray and Orphaned Animal Rescue SOAR,N/A,Denver,CO,DENVER,Pet Animal Small Rescue,3/2/2026
"Strutt Your Mutt, LLC",N/A,Grand Junction,CO,MESA,Pet Boarding and/or Training,3/2/2026
Studio Pooch grooming LLC,N/A,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Mobile Groomer,3/2/2026
Stylin' Kay9's,N/A,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Stylish Edge Grooming LLC,Dog Groomer,Pueblo West,CO,PUEBLO,Pet Grooming Facility - Secondary Facility Owner,3/2/2026
"Sudz Unleashed, LLC",N/A,Canon City,CO,FREMONT,Pet Grooming Facility - Self Wash Facility,3/2/2026
Summerhill LLC,N/A,Centennial,CO,ARAPAHOE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Summit County Animal Control,Summit County Animal Shelter,Frisco,CO,SUMMIT,Pet Animal Small Shelter,3/2/2026
Summit Dog Rescue,N/A,Boulder,CO,BOULDER,Pet Animal Small Rescue,3/2/2026
Summit Dog Training,N/A,Fort Collins,CO,LARIMER,Pet Boarding and/or Training,3/2/2026
Summit Pet Co LLC,Summit Groom Shop,Silverthorne,CO,SUMMIT,Pet Handler,3/2/2026
Summit Pet Co LLC,Summit Groom Shop,Silverthorne,CO,SUMMIT,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Summit Pet Co LLC,Summit Groom Shop,Silverthorne,CO,SUMMIT,Pet Grooming Facility - Self Wash Facility,3/2/2026
SunDaisy Grooming Salon,N/A,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Mobile Groomer,3/2/2026
Sunflower House LLC,VIBES Pet Grooming,Castle Rock,CO,DOUGLAS,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"Sunny Dayz Grooming Salon, LLC",N/A,Fort Morgan,CO,MORGAN,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"Sunrise Kennels, Inc.",Woodmen Kennels / Sunrise Dog Training Center,Colorado Springs,CO,EL PASO,Pet Boarding and/or Training,3/2/2026
"Sunrise Kennels, Inc.",Woodmen Kennels / Sunrise Dog Training Center,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"Sunrise Kennels, Inc.",Woodmen Kennels,Colorado Springs,CO,EL PASO,Pet Boarding and/or Training,3/2/2026
"Sunrise Kennels, Inc.",Woodmen Kennels,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Sunrise Service Dogs,N/A,Colorado Springs,CO,EL PASO,Pet Animal Small Rescue,3/2/2026
Super Pups LLC,Super Pups Pet Salon,Lakewood,CO,JEFFERSON,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Super Suds Car and Dog Wash,N/A,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Self Wash Facility,3/2/2026
Surface Creek Animal Shelter,",Formerly Friends of Cedaredge Animal Control",Cedaredge,CO,DELTA,Pet Animal Small Shelter,3/2/2026
Susan Daniels,Barkin Barbers,westminster,CO,ADAMS,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Susan Daugherty,As the Fur Fly's Mobile Pet Grooming,Aurora,CO,ARAPAHOE,Pet Grooming Facility - Mobile Groomer,3/2/2026
Susan E. Trammell,Highway Hounds Rescue and Transport,Fort Worth,TX,OUT OF STATE,Pet Transporter,3/2/2026
Susan Garfield,Put Together Pooch,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Susan Maestas,Country Paws Kennel and Groom Shop,Fort Lupton,CO,WELD,Small Scale Dog Breeder,3/2/2026
Susan Maestas,Country Paws Kennel and Groom Shop,Fort Lupton,CO,WELD,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Susan Morgenstern,N/A,Fort Collins,CO,LARIMER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Susan R Jacob,Pup E Luv Dog Grooming,Parker,CO,DOUGLAS,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Susan Renaud,Grateful Dog Grooming,Greeley,CO,WELD,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Susanna L. Romanek,The Barking Barber Shop,Greeley,CO,WELD,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Suveto Operations CO LLC,Animal Medical Center of Woodland Park,Woodland Park,CO,TELLER,Pet Boarding and/or Training,3/2/2026
Suveto Operations CO LLC,Animal Medical Center of Woodland Park,Woodland Park,CO,TELLER,Pet Grooming Facility - Self Wash Facility,3/2/2026
Suzanne Alton,"Bath, Brush, and Beyond",Peyton,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Suzie SoftPaws,SoftPaws Pet Salon & Boutique,Parker,CO,DOUGLAS,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"SweetBlu Rescue, LLC",N/A,Denver,CO,DENVER,Pet Animal Small Rescue,3/2/2026
Sweetheart Therapy Dogs LLC,Sweetheart Goldens & German Shepherds,Berthoud,CO,LARIMER,Small Scale Dog Breeder,3/2/2026
Sylvancreek LLC,N/A,Longmont,CO,LARIMER,Small Scale Dog Breeder,3/2/2026
Synergetic Canine Solutions LLC,N/A,Greeley,CO,WELD,Pet Boarding and/or Training,3/2/2026
Synergetic Canine Solutions LLC,N/A,Greeley,CO,WELD,Pet Handler,3/2/2026
Synergetic Canine Solutions LLC,N/A,Greeley,CO,WELD,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Synergetic Canine Solutions LLC,N/A,Greeley,CO,YUMA,Pet Boarding and/or Training,3/2/2026
"T&B Aquatics, Inc.",Aqua Imports,Boulder,CO,BOULDER,Retail / Wholesale of Pet Animals,3/2/2026
Tabby Road Animal Hospital LLC,N/A,Wellington,CO,LARIMER,Pet Boarding and/or Training,3/2/2026
Tabby Road Animal Hospital LLC,N/A,Wellington,CO,LARIMER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Tab's Grab & Groom LLC,N/A,Alamosa,CO,ALAMOSA,Pet Grooming Facility - Primary Facility Owner,3/2/2026
TacoDogs LLC,Adorable Dog Grooming,Thornton,CO,ADAMS,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Tail Town,Tail Town,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Mobile Groomer,3/2/2026
Tail Waggin LLC,N/A,Hudson,CO,ADAMS,Pet Boarding and/or Training,3/2/2026
Tail Waggin LLC,N/A,Hudson,CO,ADAMS,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Tailored Tails LLC,Suds Pet Salon,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Tails to Nails LLC,Tails to Nails Mobile Grooming,Pueblo,CO,PUEBLO,Pet Grooming Facility - Mobile Groomer,3/2/2026
"Tails Up, LLC",N/A,Castle Rock,CO,DOUGLAS,Pet Boarding and/or Training,3/2/2026
Talk To The Paw dog and cat grooming,Talk to the paw dog grooming,ignacio,CO,LA PLATA,Pet Grooming Facility - Mobile Groomer,3/2/2026
Tall Timbers Labradoodles LLC,N/A,Arvada,CO,JEFFERSON,Small Scale Dog Breeder,3/2/2026
Tami Carrasco,American Dog School,Fort Collins,CO,LARIMER,Pet Boarding and/or Training,3/2/2026
Tammy Trembley,N/A,Conifer,CO,JEFFERSON,Independent Contractor (IC) Pet Groomer,3/2/2026
Tamy S. Brown,Doggy Stylin,Sterling,CO,LOGAN,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"Tangled Pet Grooming Salon, LLC",N/A,Lakewood,CO,JEFFERSON,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Tanisha Fleshman Kisamore,Tail Wag'N Grooming,Lamar,CO,PROWERS,Pet Boarding and/or Training,3/2/2026
Tanisha Fleshman Kisamore,Tail Wag'N Grooming,Lamar,CO,PROWERS,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Taylor Vandenbark,N/A,Fleming,CO,LOGAN,Small Scale Dog Breeder,3/2/2026
Taysia Blue Siberian Husky Rescue in Nebraska,Taysia Blue Rescue,Colorado Springs,CO,EL PASO,Pet Animal Small Rescue,3/2/2026
"TDC78, LLC",The Dog Chalet,Dillon,CO,SUMMIT,Pet Boarding and/or Training,3/2/2026
TEAM HATFIELD INC,The Dog Stop Colorado Springs Airport,Colorado Springs,CO,EL PASO,Pet Boarding and/or Training,3/2/2026
TEAM HATFIELD INC,The Dog Stop Colorado Springs Airport,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Team Howard Investment LLC,Woof Gang Bakery & Grooming Candelas,Arvada,CO,JEFFERSON,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Team Leo Animal Rescue,Vail Doggie Day Spa,Avon,CO,EAGLE,Pet Animal Small Rescue,3/2/2026
Teddy Cat Cafe LLC,N/A,Denver,CO,DENVER,Retail / Wholesale of Pet Animals,3/2/2026
Teller County Regional Animal Shelter,TCRAS,Woodland Park,CO,TELLER,Pet Animal Small Rescue,3/2/2026
"Teller County Regional Animal Shelter, Inc.",TCRAS,Divide,CO,TELLER,Pet Animal Small Shelter,3/2/2026
Telluride Humane Society,N/A,Ophir,CO,SAN MIGUEL,Pet Animal Small Rescue,3/2/2026
Tenaker Pet Care,N/A,Aurora,CO,ARAPAHOE,Pet Boarding and/or Training,3/2/2026
Tenaker Pet Care,N/A,Aurora,CO,ARAPAHOE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Tender Care Veterinary Center of Gleneagle,N/A,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"Tender Care Veterinary Center, Inc.",N/A,Peyton,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Tender Touch Animal Hospital,N/A,Denver,CO,DENVER,Pet Boarding and/or Training,3/2/2026
Tender Touch LLC,N/A,Canon City,CO,FREMONT,Pet Grooming Facility - Mobile Groomer,3/2/2026
Teresa Rooney,Pet Grooming in the Forest,Peyton,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Teri Poteet,Best In Show,Pueblo West,CO,PUEBLO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Tericas Grooming LLC,Tericas grooming LLC,Grand Junction,CO,MESA,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Terri L. Gordon,Penrose Great Danes,Penrose,CO,FREMONT,Small Scale Dog Breeder,3/2/2026
Terry F. Jester,Powder Valley Poodles,Wellington,CO,LARIMER,Large Scale Dog Breeder,3/2/2026
Texas Pet Wrangler LLC,N/A,Houston,TX,OUT OF STATE,Pet Transporter,3/2/2026
The Actualized Canine,N/A,Clifton,CO,MESA,Pet Boarding and/or Training,3/2/2026
The American Society for the Prevention of Cruelty,ASPCA,New York,NY,OUT OF STATE,Pet Transporter,3/2/2026
The Animal Hospital of Telluride,N/A,Telluride,CO,SAN MIGUEL,Pet Animal Small Shelter,3/2/2026
The Artemis Project Inc,N/A,Hackett,AR,OUT OF STATE,Pet Transporter,3/2/2026
The Barker Lounge,N/A,Littleton,CO,ARAPAHOE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
The Barkershop Mobile Grooming LLC,N/A,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Mobile Groomer,3/2/2026
The Barking Lot Corp.,N/A,Arvada,CO,JEFFERSON,Pet Boarding and/or Training,3/2/2026
The Barking Lot Corp.,N/A,Arvada,CO,JEFFERSON,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"The Best Paw Forward, LLC",N/A,Montrose,CO,MONTROSE,Pet Boarding and/or Training,3/2/2026
"The Best Paw Forward, LLC",N/A,Montrose,CO,MONTROSE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"The Big Backyard, Inc",N/A,Denver,CO,DENVER,Pet Boarding and/or Training,3/2/2026
"The Big Backyard, Inc",N/A,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"The Big Tool Box, Inc",N/A,Centennial,CO,ARAPAHOE,Aquarium Only,3/2/2026
The Biscuit Factory,N/A,Colorado Springs,CO,EL PASO,Pet Animal Small Rescue,3/2/2026
"The Black Cat, LLC",N/A,Carbondale,CO,GARFIELD,Pet Grooming Facility - Primary Facility Owner,3/2/2026
The Boarding House,Montrose Vet Clinic,Montrose,CO,MONTROSE,Pet Boarding and/or Training,3/2/2026
The Boarding House,Montrose Vet Clinic,Montrose,CO,MONTROSE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"The Bow Wow Barn, LLC",N/A,Sterling,CO,LOGAN,Pet Boarding and/or Training,3/2/2026
"The Bow Wow Barn, LLC",N/A,Sterling,CO,LOGAN,Pet Grooming Facility - Primary Facility Owner,3/2/2026
The Brown Dog School of Dog Training & Grooming Spa,The Brown Dog School,Wheat Ridge,CO,JEFFERSON,Pet Boarding and/or Training,3/2/2026
The Brown Dog School of Dog Training & Grooming Spa,The Brown Dog School,Wheat Ridge,CO,JEFFERSON,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"The Canine Stars, Inc.",N/A,Fort Collins,CO,LARIMER,Commercial Pet Animal Facility,3/2/2026
The Cat Doctor LLC,N/A,Johnstown,CO,LARIMER,Pet Boarding and/or Training,3/2/2026
The Classy Canine LLC,The Classy Canine Pet Spa,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"The Colorado Dog Training Company, LLC",The Colorado Dog Training Co.,Colorado Springs,CO,EL PASO,Pet Boarding and/or Training,3/2/2026
"The Colorado Dog Training Company, LLC",The Colorado Dog Training Co.,Colorado Springs,CO,EL PASO,Pet Handler,3/2/2026
The Connected Canine,N/A,Brighton,CO,ADAMS,Pet Boarding and/or Training,3/2/2026
The Dapper Dog Parlor Company,The Dapper Dog Parlor,Parker,CO,DOUGLAS,Pet Grooming Facility - Mobile Groomer,3/2/2026
The Dawggie Spa,"The Dawggie Spa, LLC",Castle Rock,CO,DOUGLAS,Pet Grooming Facility - Mobile Groomer,3/2/2026
The Denver Dog Academy,Denver Dog Academy,Aurora,CO,ARAPAHOE,Pet Handler,3/2/2026
"The Dog Barn, LLC",N/A,Eaton,CO,WELD,Pet Boarding and/or Training,3/2/2026
"The Dog Barn, LLC",N/A,Eaton,CO,WELD,Pet Grooming Facility - Primary Facility Owner,3/2/2026
The Dog Ranch LLC,The Dog Ranch,Lewis,CO,MONTEZUMA,Pet Boarding and/or Training,3/2/2026
The Dog Ranch LLC,The Dog Ranch,Lewis,CO,MONTEZUMA,Pet Handler,3/2/2026
The Dog Wizard Fort Collins,The Dog Wizard Fort Collins,Fort Collins,CO,LARIMER,Pet Boarding and/or Training,3/2/2026
The Dog Wizard Fort Collins,The Dog Wizard Fort Collins,Fort Collins,CO,LARIMER,Pet Handler,3/2/2026
"The Doggie Barber, LLC",N/A,Fountain,CO,EL PASO,Pet Grooming Facility - Mobile Groomer,3/2/2026
The Doghouse LTD,N/A,Buena Vista,CO,CHAFFEE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
The Doghouse LTD,N/A,Buena Vista,CO,CHAFFEE,Pet Grooming Facility - Mobile Groomer,3/2/2026
The Farm at Canon Ridge,Canon Ridge Farms,Castle Rock,CO,DOUGLAS,Pet Boarding and/or Training,3/2/2026
The Feline Fix,Divine Feline,Commerce City,CO,ADAMS,Pet Animal Large Rescue,3/2/2026
The Fish Crew LLC,N/A,Fort Collins,CO,LARIMER,Aquarium Only,3/2/2026
"The Fish Den, Inc",N/A,Denver,CO,DENVER,Aquarium Only,3/2/2026
"The Floofy Snoot, LLC",N/A,Eagle,CO,EAGLE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"The Four Legged Inn, Inc.",N/A,Bennett,CO,ADAMS,Pet Boarding and/or Training,3/2/2026
"The Four Legged Inn, Inc.",N/A,Bennett,CO,ADAMS,Pet Handler,3/2/2026
The Frenchie Revolution LLC,Dogma Pet Supply & Dog Wash,Evergreen,CO,JEFFERSON,Pet Grooming Facility - Primary Facility Owner,3/2/2026
The Fur Factory,The Fur Factory,Rangely,CO,RIO BLANCO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
The Furologist Pet Services,N/A,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
The Gabriel Foundation,N/A,Elizabeth,CO,ELBERT,Pet Boarding and/or Training,3/2/2026
The Gabriel Foundation,N/A,Elizabeth,CO,ELBERT,Pet Handler,3/2/2026
The Gabriel Foundation,N/A,Elizabeth,CO,ELBERT,Pet Animal Small Shelter,3/2/2026
The Gabriel Foundation,N/A,Elizabeth,CO,ELBERT,Pet Grooming Facility - Primary Facility Owner,3/2/2026
The Gabriel Foundation,N/A,Elizabeth,CO,ELBERT,Bird Band,3/2/2026
The Gentle Groomer Too,N/A,Arvada,CO,JEFFERSON,Pet Grooming Facility - Primary Facility Owner,3/2/2026
The Good Dog Academy LLC.,The Good Dog Academy Day School and Learning Center,Parker,CO,DOUGLAS,Pet Boarding and/or Training,3/2/2026
The Good Dog Project,N/A,Westminster,CO,JEFFERSON,Pet Handler,3/2/2026
"The Good Dog Rescue, LLC",N/A,Fort Lupton,CO,WELD,Pet Animal Large Rescue,3/2/2026
The Grooming Gallery,The Grooming Gallery,Littleton,CO,JEFFERSON,Pet Grooming Facility - Primary Facility Owner,3/2/2026
The Grooming Lounge LLC,The Grooming Lounge,Castle Rock,CO,DOUGLAS,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"The Grooming Studio, LLC",N/A,Brighton,CO,WELD,Pet Grooming Facility - Secondary Facility Owner,3/2/2026
The Healthy Bone LLC,N/A,Erie,CO,WELD,Pet Handler,3/2/2026
The Healthy Bone LLC,N/A,Erie,CO,WELD,Pet Grooming Facility - Primary Facility Owner,3/2/2026
The Hound Tonsorium,The Hound Tonsorium,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
The Humane Society of Tulsa,N/A,Sapulpa,OK,OUT OF STATE,Pet Transporter,3/2/2026
"The Hydrant, Inc.",N/A,Boulder,CO,BOULDER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
The Jungle Pet Shop LLC,N/A,Craig,CO,MOFFAT,Retail / Wholesale of Pet Animals,3/2/2026
The Light of Dog LLC,N/A,Sedalia,CO,DOUGLAS,Pet Boarding and/or Training,3/2/2026
"The Little Groomer, Inc.",N/A,Louisville,CO,BOULDER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
The Meeker Cat Coalition,Wild West Kitty Kingdom,Meeker,CO,RIO BLANCO,Pet Animal Small Shelter,3/2/2026
The Misfits Dog Rescue,N/A,Penrose,CO,FREMONT,Pet Animal Small Rescue,3/2/2026
The Mobile Dog Wash LLC,The Pooch Mobile,Broomfield,CO,BROOMFIELD,Pet Grooming Facility - Mobile Groomer,3/2/2026
The Montrose Bully Breed Club,N/A,Montrose,CO,MONTROSE,Pet Animal Small Rescue,3/2/2026
The NOCO Paw Spa LLC,N/A,Milliken,CO,WELD,Pet Grooming Facility - Mobile Groomer,3/2/2026
The Old Mutt Hut,N/A,Calhan,CO,EL PASO,Pet Animal Sanctuary,3/2/2026
The Pampered Pup,N/A,Yuma,CO,YUMA,Pet Grooming Facility - Primary Facility Owner,3/2/2026
The Paw Spa,N/A,Pueblo,CO,PUEBLO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
The Pet Gal LLC,N/A,Colorado Springs,CO,EL PASO,Pet Handler,3/2/2026
The Pet Parlor LLC,N/A,Aurora,CO,ARAPAHOE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
The Prancing Puppy,Pet grooming,littleton,CO,ARAPAHOE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
The Pup Sitter,N/A,Boulder,CO,BOULDER,Pet Boarding and/or Training,3/2/2026
The Shaggy Dog,N/A,Glenwood Springs,CO,GARFIELD,Pet Grooming Facility - Primary Facility Owner,3/2/2026
The Shepherd's Dog LLC,Scenthound South Boulder,Boulder,CO,BOULDER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"The Sniff Shack, Inc.",N/A,Denver,CO,JEFFERSON,Pet Boarding and/or Training,3/2/2026
"The Sniff Shack, Inc.",N/A,Denver,CO,JEFFERSON,Pet Grooming Facility - Primary Facility Owner,3/2/2026
The Snuggle is Real Animal Rescue,The Snuggle Is Real Animal Rescue (TSIR),Denver,CO,ARAPAHOE,Pet Animal Small Rescue,3/2/2026
The Spaw LLC,The Spaw,Thornton,CO,ADAMS,Pet Grooming Facility - Mobile Groomer,3/2/2026
The Spot Holder LLC,The Pet Spot,Boulder,CO,BOULDER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
The Spot Holder LLC,The Pet Spot,Boulder,CO,BOULDER,Pet Boarding and/or Training,3/2/2026
The Spotted Pup,The Spotted Pup,Pagosa Springs,CO,ARCHULETA,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"The Sunspider Group, Inc.",Tailored Tails Grooming Salon & Pet Spa,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
The Sydney Foreman Grooming Co,Hair of the Dog,Evergreen,CO,JEFFERSON,Pet Grooming Facility - Secondary Facility Owner,3/2/2026
"The Thomas Group, LLC",Yer Dirty Dawg,Pueblo,CO,PUEBLO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
The Tiny Groomer Store LLC,Groomer,Brush,CO,MORGAN,Pet Grooming Facility - Primary Facility Owner,3/2/2026
The Top Dog Resort,N/A,Thornton,CO,ADAMS,Pet Handler,3/2/2026
The Travelling Dog Groomer,N/A,Salida,CO,CHAFFEE,Pet Grooming Facility - Mobile Groomer,3/2/2026
The Velvet Spaw,The Velvet Spaw,Westminster,CO,ADAMS,Pet Grooming Facility - Primary Facility Owner,3/2/2026
The Wag Shop,N/A,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
The Wise Dog,N/A,Castle Rock,CO,DOUGLAS,Pet Boarding and/or Training,3/2/2026
The Wise Dog,N/A,Castle Rock,CO,DOUGLAS,Pet Handler,3/2/2026
Their Spa,N/A,Broomfield,CO,BROOMFIELD,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Thomas Broadhead,"Broadhead Creations, Summit Doodles",Colorado Springs,CO,EL PASO,Small Scale Dog Breeder,3/2/2026
Thunder River Ranch LLC,Alpine Bernedoodles,Montrose,CO,MONTROSE,Small Scale Dog Breeder,3/2/2026
Tidy Tails Pet Pawlor LLC,Tidy Tails Pet Pawlor LLC,Lamar,CO,PROWERS,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Timberview Animal Hospital PC,N/A,Colorado Springs,CO,EL PASO,Pet Boarding and/or Training,3/2/2026
Timberview Animal Hospital PC,N/A,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"Timberwolf Ventures, LLC",Murdock's Grooming Salon,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Timbra's Grooming LLC,N/A,Platteville,CO,WELD,Independent Contractor (IC) Pet Groomer,3/2/2026
Tina?s grooming,Pet groomer,Grand junction,CO,MESA,Pet Grooming Facility - Secondary Facility Owner,3/2/2026
Tina's Home Grooming LLC,N/A,Loveland,CO,LARIMER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
TKM Ventures LLC,The Dog House,Breckenridge,CO,SUMMIT,Pet Boarding and/or Training,3/2/2026
TKM Ventures LLC,The Dog House,Breckenridge,CO,SUMMIT,Pet Grooming Facility - Primary Facility Owner,3/2/2026
TLC Grooming by Danielle,N/A,Grand Junction,CO,MESA,Pet Grooming Facility - Primary Facility Owner,3/2/2026
TLC Kennel LLC,N/A,Kit Carson,CO,CHEYENNE,Large Scale Dog Breeder,3/2/2026
TNT Grooming LLC,Cici's Pet Parlour,Denver,CO,JEFFERSON,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Tobin's Freedom Rides,N/A,Colorado Springs,CO,EL PASO,Pet Transporter,3/2/2026
Tonya Weaver,All Four Paws Dog Grooming,Thornton,CO,ADAMS,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Top Dog Kennel Club,Elizabeth Country Kennels,Elizabeth,CO,ELBERT,Pet Boarding and/or Training,3/2/2026
Top Paw K9 Academy,n/a,Denver,CO,DENVER,Pet Boarding and/or Training,3/2/2026
Top shelf grooming LLC,N/A,Edwards,CO,EAGLE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
